"Ref_Date","GEO","Geographical_classification","VIOLATIONS","sum_Value_Actual_incidents","sum_Value_Cleared_by_charge","sum_Value_Cleared_otherwise","sum_Value_Percentage_change_in_rate","sum_Value_Rate_per_100_000_population","sum_Value_Rate_adult_charged_per_100_000_population_aged_18_years_and_over","sum_Value_Rate_total_persons_charged_per_100_000_population_aged_12_years_and_over","sum_Value_Rate_youth_charged_per_100_000_population_aged_12_to_17_years","sum_Value_Rate_youth_not_charged_per_100_000_population_aged_12_to_17_years","sum_Value_Total_cleared","sum_Value_Total_adult_charged","sum_Value_Total_persons_charged","sum_Value_Total_youth_charged","sum_Value_Total_youth_not_charged"
"2008","Calgary, Alberta, municipal","48014","Criminal negligence causing bodily harm","5","4","0","62.59","0.46","0.35","0.32","0","0","4","3","3","0","0"
"2009","Calgary, Alberta, municipal","48014","Criminal negligence causing bodily harm","2","1","0","-61","0.18","0.11","0.1","0","0","1","1","1","0","0"
"2010","Calgary, Alberta, municipal","48014","Criminal negligence causing bodily harm","1","0","1","-50.73","0.09","0","0","0","0","1","0","0","0","0"
"2011","Calgary, Alberta, municipal","48014","Criminal negligence causing bodily harm","2","0","0","96.87","0.18","0","0","0","0","0","0","0","0","0"
"2012","Calgary, Alberta, municipal","48014","Criminal negligence causing bodily harm","3","5","0","45.52","0.25","0.11","0.1","0","0","5","1","1","0","0"
"2013","Calgary, Alberta, municipal","48014","Criminal negligence causing bodily harm","3","3","0","-3.5","0.25","0.21","0.19","0","0","3","2","2","0","0"
"2014","Calgary, Alberta, municipal","48014","Criminal negligence causing bodily harm","3","3","0","-3.25","0.24","0.1","0.09","0","0","3","1","1","0","0"
"2015","Calgary, Alberta, municipal","48014","Criminal negligence causing bodily harm","0","0","0","-100","0","0","0","0","0","0","0","0","0","0"
"2016","Calgary, Alberta, municipal","48014","Criminal negligence causing bodily harm","2","1","1","0","0.15","0","0","0","1.22","2","0","0","0","1"
"1998","Calgary, Alberta, municipal","48014","Other assaults","5","0","1","0","0.59","0","0","0","0","1","0","0","0","0"
"1999","Calgary, Alberta, municipal","48014","Other assaults","4","1","2","-22","0.46","0","0","0","0","3","0","2","2","3"
"2000","Calgary, Alberta, municipal","48014","Other assaults","6","1","1","46.53","0.68","0","0","0","0","2","0","0","0","0"
"2001","Calgary, Alberta, municipal","48014","Other assaults","3","2","1","-51.08","0.33","0","0","0","0","3","1","1","0","0"
"2002","Calgary, Alberta, municipal","48014","Other assaults","5","3","0","62.82","0.54","0","0","0","0","3","1","3","2","0"
"2003","Calgary, Alberta, municipal","48014","Other assaults","7","4","1","37.81","0.75","0","0","0","0","5","2","2","0","1"
"2004","Calgary, Alberta, municipal","48014","Other assaults","5","3","0","-30.7","0.52","0.27","0.24","0","0","3","2","2","0","0"
"2005","Calgary, Alberta, municipal","48014","Other assaults","5","3","0","-2.95","0.5","0.13","0.12","0","0","3","1","1","0","0"
"2006","Calgary, Alberta, municipal","48014","Other assaults","6","1","1","16.35","0.58","0.12","0.11","0","1.29","2","1","1","0","1"
"2007","Calgary, Alberta, municipal","48014","Other assaults","6","3","0","-2.4","0.57","0","0","0","0","3","0","0","0","0"
"2008","Calgary, Alberta, municipal","48014","Other assaults","3","1","1","-51.22","0.28","0.12","0.11","0","0","2","1","1","0","0"
"2009","Calgary, Alberta, municipal","48014","Other assaults","6","0","2","94.98","0.54","0","0","0","0","2","0","0","0","0"
"2010","Calgary, Alberta, municipal","48014","Other assaults","6","2","0","-1.47","0.53","0.11","0.21","1.28","0","2","1","2","1","0"
"2011","Calgary, Alberta, municipal","48014","Other assaults","2","1","0","-67.19","0.18","0.11","0.1","0","0","1","1","1","0","0"
"2012","Calgary, Alberta, municipal","48014","Other assaults","1","1","0","-51.49","0.08","0.11","0.1","0","0","1","1","1","0","0"
"2013","Calgary, Alberta, municipal","48014","Other assaults","4","0","3","285.99","0.33","0","0","0","1.26","3","0","0","0","1"
"2014","Calgary, Alberta, municipal","48014","Other assaults","1","0","0","-75.81","0.08","0","0","0","0","0","0","0","0","0"
"2015","Calgary, Alberta, municipal","48014","Other assaults","9","7","1","780.79","0.7","0.49","0.54","1.25","0","8","5","6","1","0"
"2016","Calgary, Alberta, municipal","48014","Other assaults","4","2","1","-56.59","0.3","0.19","0.18","0","0","3","2","2","0","0"
"1998","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","11","2","3","0","1.31","0","0","0","0","5","2","2","0","2"
"1999","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","26","14","2","130.46","3.02","0","0","0","0","16","7","7","0","2"
"2000","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","10","2","1","-62.43","1.13","0","0","0","0","3","0","7","7","0"
"2001","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","14","4","3","36.97","1.55","0","0","0","0","7","3","9","6","2"
"2002","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","9","2","2","-37.2","0.97","0","0","0","0","4","0","2","2","0"
"2003","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","11","8","2","20.31","1.17","0","0","0","0","10","5","7","2","3"
"2004","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","18","8","3","58.75","1.86","0.93","0.85","0","2.64","11","7","7","0","2"
"2005","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","38","11","8","104.88","3.81","0.39","0.7","3.89","1.3","19","3","6","3","1"
"2006","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","15","7","1","-61.73","1.46","0.99","1.02","1.29","3.86","8","8","9","1","3"
"2007","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","19","12","1","23.63","1.8","1.33","1.55","3.87","0","13","11","14","3","0"
"2008","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","18","8","2","-7.58","1.67","0.94","1.18","3.89","0","10","8","11","3","0"
"2009","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","20","14","2","8.32","1.81","1.6","1.78","3.87","0","16","14","17","3","0"
"2010","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","14","6","1","-31.03","1.25","0.79","0.83","1.28","0","7","7","8","1","0"
"2011","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","13","7","0","-8.6","1.14","0.78","0.82","1.28","0","7","7","8","1","0"
"2012","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","14","13","1","4.47","1.19","1.61","1.98","6.35","0","14","15","20","5","0"
"2013","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","19","8","1","30.96","1.56","1.03","0.96","0","0","9","10","10","0","0"
"2014","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","27","7","0","37.48","2.14","0.6","0.65","1.26","0","7","6","7","1","0"
"2015","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","17","9","1","-38.38","1.32","1.27","1.63","6.23","0","10","13","18","5","0"
"2016","Calgary, Alberta, municipal","48014","Total firearms, use of, discharge, pointing","22","14","1","26.39","1.67","1.34","1.42","2.44","0","15","14","16","2","0"
"1998","Calgary, Alberta, municipal","48014","Discharge firearm with intent","1","0","0","0","0.12","0","0","0","0","0","0","0","0","0"
"1999","Calgary, Alberta, municipal","48014","Discharge firearm with intent","6","3","0","485.01","0.7","0","0","0","0","3","1","1","0","0"
"2000","Calgary, Alberta, municipal","48014","Discharge firearm with intent","1","0","0","-83.72","0.11","0","0","0","0","0","0","2","2","0"
"2001","Calgary, Alberta, municipal","48014","Discharge firearm with intent","6","2","0","487.03","0.67","0","0","0","0","2","2","6","4","0"
"2002","Calgary, Alberta, municipal","48014","Discharge firearm with intent","4","0","0","-34.87","0.43","0","0","0","0","0","0","0","0","0"
"2003","Calgary, Alberta, municipal","48014","Discharge firearm with intent","4","5","0","-1.56","0.43","0","0","0","0","5","2","3","1","0"
"2004","Calgary, Alberta, municipal","48014","Discharge firearm with intent","6","5","0","45.52","0.62","0.53","0.48","0","0","5","4","4","0","0"
"2005","Calgary, Alberta, municipal","48014","Discharge firearm with intent","23","8","1","272.02","2.31","0.39","0.58","2.6","0","9","3","5","2","0"
"2006","Calgary, Alberta, municipal","48014","Discharge firearm with intent","5","1","0","-78.92","0.49","0.25","0.23","0","1.29","1","2","2","0","1"
"2007","Calgary, Alberta, municipal","48014","Discharge firearm with intent","8","2","0","56.16","0.76","0.36","0.33","0","0","2","3","3","0","0"
"2008","Calgary, Alberta, municipal","48014","Discharge firearm with intent","8","0","0","-2.45","0.74","0.35","0.43","1.3","0","0","3","4","1","0"
"2009","Calgary, Alberta, municipal","48014","Discharge firearm with intent","2","0","0","-75.63","0.18","0","0","0","0","0","0","0","0","0"
"2010","Calgary, Alberta, municipal","48014","Discharge firearm with intent","5","1","0","146.33","0.44","0.23","0.21","0","0","1","2","2","0","0"
"2011","Calgary, Alberta, municipal","48014","Discharge firearm with intent","5","2","0","-1.57","0.44","0.33","0.31","0","0","2","3","3","0","0"
"2012","Calgary, Alberta, municipal","48014","Discharge firearm with intent","3","4","0","-41.79","0.25","0.54","0.49","0","0","4","5","5","0","0"
"2013","Calgary, Alberta, municipal","48014","Discharge firearm with intent","9","3","0","189.49","0.74","0.41","0.38","0","0","3","4","4","0","0"
"2014","Calgary, Alberta, municipal","48014","Discharge firearm with intent","15","0","0","61.24","1.19","0","0","0","0","0","0","0","0","0"
"2015","Calgary, Alberta, municipal","48014","Discharge firearm with intent","7","1","0","-54.33","0.54","0.29","0.36","1.25","0","1","3","4","1","0"
"2016","Calgary, Alberta, municipal","48014","Discharge firearm with intent","8","5","1","11.61","0.61","0.57","0.53","0","0","6","6","6","0","0"
"1998","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","1","1","0","0","0.12","0","0","0","0","1","1","1","0","0"
"2000","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","1","1","0","-2.32","0.11","0","0","0","0","1","0","2","2","0"
"2001","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","1","1","0","-2.16","0.11","0","0","0","0","1","0","0","0","0"
"2002","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","0","0","0","-100","0","0","0","0","0","0","0","0","0","0"
"2003","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2004","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","1","1","0","0","0.1","0.13","0.12","0","0","1","1","1","0","0"
"2005","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","3","2","1","191.14","0.3","0","0","0","0","3","0","0","0","0"
"2006","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","3","3","0","-3.04","0.29","0.5","0.45","0","0","3","4","4","0","0"
"2007","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","9","8","1","192.8","0.85","0.72","0.99","3.87","0","9","6","9","3","0"
"2008","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","8","7","1","-13.29","0.74","0.59","0.75","2.59","0","8","5","7","2","0"
"2009","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","9","9","0","9.67","0.81","0.91","1.15","3.87","0","9","8","11","3","0"
"2010","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","3","3","0","-67.16","0.27","0.34","0.41","1.28","0","3","3","4","1","0"
"2011","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","4","4","0","31.24","0.35","0.33","0.41","1.28","0","4","3","4","1","0"
"2012","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","4","4","0","-2.99","0.34","0.32","0.79","6.35","0","4","3","8","5","0"
"2013","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","1","1","0","-75.88","0.08","0.21","0.19","0","0","1","2","2","0","0"
"2014","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","5","5","0","383.73","0.4","0.4","0.46","1.26","0","5","4","5","1","0"
"2015","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","3","3","0","-41.28","0.23","0.29","0.36","1.25","0","3","3","4","1","0"
"2016","Calgary, Alberta, municipal","48014","Using firearm in commission of offence","6","6","0","95.33","0.45","0.48","0.62","2.44","0","6","5","7","2","0"
"1998","Calgary, Alberta, municipal","48014","Pointing a firearm","10","2","3","0","1.19","0","0","0","0","5","2","2","0","2"
"1999","Calgary, Alberta, municipal","48014","Pointing a firearm","19","10","2","85.25","2.2","0","0","0","0","12","5","5","0","2"
"2000","Calgary, Alberta, municipal","48014","Pointing a firearm","8","1","1","-58.87","0.91","0","0","0","0","2","0","3","3","0"
"2001","Calgary, Alberta, municipal","48014","Pointing a firearm","7","1","3","-14.39","0.78","0","0","0","0","4","1","3","2","2"
"2002","Calgary, Alberta, municipal","48014","Pointing a firearm","5","2","2","-30.22","0.54","0","0","0","0","4","0","2","2","0"
"2003","Calgary, Alberta, municipal","48014","Pointing a firearm","7","3","2","37.81","0.75","0","0","0","0","5","3","4","1","3"
"2004","Calgary, Alberta, municipal","48014","Pointing a firearm","11","2","3","52.45","1.14","0.27","0.24","0","2.64","5","2","2","0","2"
"2011","Calgary, Alberta, municipal","48014","Robbery","1164","399","35","-13.2","101.96","27.82","36.31","134.02","16.59","434","251","356","105","13"
"2005","Calgary, Alberta, municipal","48014","Pointing a firearm","12","1","6","5.87","1.2","0","0.12","1.3","1.3","7","0","1","1","1"
"2012","Calgary, Alberta, municipal","48014","Robbery","924","343","23","-22.99","78.52","24.04","30.88","111.71","8.89","366","224","312","88","7"
"2006","Calgary, Alberta, municipal","48014","Pointing a firearm","7","3","1","-43.44","0.68","0.25","0.34","1.29","2.57","4","2","3","1","2"
"2013","Calgary, Alberta, municipal","48014","Robbery","943","258","23","-1.52","77.33","17.05","21.2","72","6.32","281","165","222","57","5"
"2007","Calgary, Alberta, municipal","48014","Pointing a firearm","2","2","0","-72.11","0.19","0.24","0.22","0","0","2","2","2","0","0"
"2014","Calgary, Alberta, municipal","48014","Robbery","931","257","16","-4.48","73.86","17.25","21.35","73.01","5.04","273","173","231","58","4"
"2015","Calgary, Alberta, municipal","48014","Robbery","1144","315","15","20.26","88.82","20.8","25.08","79.76","1.25","330","213","277","64","1"
"2008","Calgary, Alberta, municipal","48014","Pointing a firearm","2","1","1","-2.45","0.19","0","0","0","0","2","0","0","0","0"
"2016","Calgary, Alberta, municipal","48014","Robbery","896","265","6","-23.51","67.94","18.14","19.39","35.38","3.66","271","190","219","29","3"
"2009","Calgary, Alberta, municipal","48014","Pointing a firearm","9","5","2","338.7","0.81","0.69","0.63","0","0","7","6","6","0","0"
